,Web ID,Region of Incident,Reported Date,Reported Year,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Migration Route,UNSD Geographical Grouping,Source Quality,Latitude,Longitude
3228,43529,North Africa,31-Oct-16,2016,Oct,2.0,,2,,,,,Unknown,"Unspecified location, Libya",MHub,,Northern Africa,2,27.066317100000, 14.333614500000
3229,44530,North Africa,31-Oct-16,2016,Oct,1.0,,1,,,,,Violence,"Subratah, Libya",MHub,,Northern Africa,2,32.747612252173, 12.492094121484
3230,44531,North Africa,31-Oct-16,2016,Oct,5.0,,5,,,,,Vehicle Accident,"Sahara Desert, between Khartoum, Sudan and Libya",MHub,,Northern Africa,2,19.484839112311, 26.702011000000
3231,42813,Middle East,29-Oct-16,2016,Oct,1.0,,1,,,1.0,,Sickness and lack of access to medicines,"Ain Diwar, Syria near border of Syria/Turkey/Iraq",Syrian Observatory for Human Rights,,Western Asia,4,37.285751100000, 42.199416300000
3232,43002,Mediterranean,29-Oct-16,2016,Oct,3.0,,3,,,,,Drowning,Unspecified location between Libya and Italy,UNHCR,Central Mediterranean,Uncategorized,4,34.253371600000, 14.498815300000
3233,42839,Central America,28-Oct-16,2016,Oct,1.0,,1,1.0,,1.0,,Fall from train,"Train tracks at 167 km Navojoa Obregon International Highway, near Navojoa, Sonora, Mexico",Periodico Se Manalo Frontera,Central America to US,Central America,1,27.053550700000, -109.441433700000
3234,43001,Mediterranean,28-Oct-16,2016,Oct,2.0,4.0,6,,,,,Drowning,Unspecified location between Libya and Italy,UNHCR,Central Mediterranean,Uncategorized,4,34.253371600000, 14.498815300000
3235,44368,US-Mexico Border,28-Oct-16,2016,Oct,1.0,,1,,,1.0,,Unknown,"Unspecified location in the desert in New Mexico, USA",Los Angeles Times,Central America to US,Northern America,1,32.263709986934, -105.430636975000
3236,43000,Mediterranean,27-Oct-16,2016,Oct,2.0,32.0,34,,,,,Unknown,Unspecified location between Libya and Italy,UNHCR,Central Mediterranean,Uncategorized,4,34.253371600000, 14.498815300000
3237,43527,US-Mexico Border,27-Oct-16,2016,Oct,1.0,,1,,,1.0,,Unknown (mummified remains),Pima County (see spreadsheet for coordinates),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.965203600000, -113.011894500000
3238,42455,Europe,26-Oct-16,2016,Oct,1.0,,1,,,,,Hit by vehicle,"Outside of Calais, France",TheLocal.fr,Calais to United Kingdom,Western Europe,3,50.951880300000, 1.833936700000
3239,42732,Mediterranean,26-Oct-16,2016,Oct,97.0,,97,29.0,3.0,92.0,2.0,Drowning,"26 miles east of Tripoli, Libya",Libyan Coast Guard via IOM Libya,Central Mediterranean,Uncategorized,5,32.955844000000, 13.227944400000
3240,42749,Mediterranean,26-Oct-16,2016,Oct,9.0,1.0,10,,1.0,,,Unknown,Unspecified location between Libya and Italy,IOM Italy Reuters,Central Mediterranean,Uncategorized,4,34.253371600000, 14.498815300000
3241,42996,Mediterranean,26-Oct-16,2016,Oct,1.0,29.0,30,,,,,Drowning,Unspecified location between Libya and Italy,IOM Italy,Central Mediterranean,Uncategorized,4,34.253371600000, 14.498815300000
3242,42997,Mediterranean,26-Oct-16,2016,Oct,,29.0,29,,,,,Drowning,Unspecified location between Libya and Italy,IOM Italy,Central Mediterranean,Uncategorized,4,34.253371600000, 14.498815300000
3243,42998,Mediterranean,26-Oct-16,2016,Oct,6.0,4.0,10,,4.0,,2.0,Unknown,Unspecified location between Libya and Italy,UNHCR,Central Mediterranean,Uncategorized,4,34.253371600000, 14.498815300000
3244,42999,Mediterranean,26-Oct-16,2016,Oct,,10.0,10,140.0,,,,Unknown,Unspecified location between Libya and Italy,IOM Italy,Central Mediterranean,Uncategorized,4,34.253371600000, 14.498815300000
3245,42754,Mediterranean,25-Oct-16,2016,Oct,29.0,,29,107.0,,,,Asphyxiation,25 nautical miles from the Libyan coast,Al Jazeera,Central Mediterranean,Uncategorized,1,30.880495400000, 16.351669700000
3246,42995,Mediterranean,25-Oct-16,2016,Oct,1.0,,1,,1.0,,,Unknown,"Died in hospital in Sicily, Italy",IOM Italy,Central Mediterranean,Uncategorized,4,37.343939900000, 14.111439900000
3247,43526,US-Mexico Border,25-Oct-16,2016,Oct,1.0,,1,,,1.0,,Unknown (skeletal remains),Pima County (see spreadsheet for coordinates),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.965203600000, -113.011894500000
3248,42726,US-Mexico Border,24-Oct-16,2016,Oct,2.0,,2,,,1.0,,Drowning,"Rio Grande near World Trade International Bridge, Nuevo Laredo, Tamaulipas, Mexico",SDP Noticias,Central America to US,Central America,1,24.215586000000, -99.433269900000
3249,43525,US-Mexico Border,24-Oct-16,2016,Oct,1.0,,1,,,1.0,,Unknown (skeletal remains),Pima County (see spreadsheet for coordinates),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.965203600000, -113.011894500000
3250,42734,Central America,23-Oct-16,2016,Oct,44.0,,44,,,,10.0,Mixed,Various locations in Mexico,Departamento 19,Central America to US,Central America,1,23.458680200000, -105.501573700000
3251,42741,US-Mexico Border,23-Oct-16,2016,Oct,1.0,,1,,,1.0,,Drowning,"Río Bravo, Las Dos Cruces Farm in Presidentes colony, Piedras Negras, Mexico",Hoy Tamaulipas,Central America to US,Central America,1,28.662178500000, -100.576484400000
3252,42814,Europe,23-Oct-16,2016,Oct,1.0,,1,,,1.0,,Hit by car,"La Provençale, A8 motorway, France",Imperia,Italy to France,Western Europe,3,43.438277900000, 6.469109200000
3253,42740,US-Mexico Border,22-Oct-16,2016,Oct,1.0,,1,,,1.0,,Drowning,"Río Bravo, Reynosa, Tamaulipas, Mexico",Radio Eco Digital via Facebook ,Central America to US,Central America,1,24.215586000000, -99.433269900000
3254,42993,Mediterranean,22-Oct-16,2016,Oct,1.0,,1,,,,,Unknown,Unspecified location between Libya and Italy,UNHCR,Central Mediterranean,Uncategorized,4,34.253371600000, 14.498815300000
3255,42994,Mediterranean,22-Oct-16,2016,Oct,,30.0,30,,2.0,,1.0,"Asphyxiation, Drowning",Unspecified location between Libya and Italy,UNHCR,Central Mediterranean,Uncategorized,4,34.253371600000, 14.498815300000
3256,43522,North Africa,22-Oct-16,2016,Oct,1.0,,1,,,,,Sickness and lack of access to medicines,"Desert in Ash Shimalia Province, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,19.402255200000, 27.905378900000
3257,43523,US-Mexico Border,22-Oct-16,2016,Oct,1.0,,1,,,1.0,,Unknown (skeletal remains),Pima County (see spreadsheet for coordinates),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.965203600000, -113.011894500000
3258,42781,Central America,21-Oct-16,2016,Oct,1.0,,1,,,1.0,,Hit by vehicle,"Near Valsequillo, Puebla, Mexico",Puebla Roja,Central America to US,Northern America,1,18.920254500000, -98.134724400000
3259,42989,Mediterranean,21-Oct-16,2016,Oct,1.0,,1,,1.0,,,Drowning,Unspecified location between Libya and Italy,UNHCR,Central Mediterranean,Uncategorized,4,34.253371600000, 14.498815300000
3260,42990,Mediterranean,21-Oct-16,2016,Oct,3.0,,3,,,,,"Asphyxiation, Drowning",Unspecified location between Libya and Italy,UNHCR,Central Mediterranean,Uncategorized,4,34.253371600000, 14.498815300000
3261,42991,Mediterranean,21-Oct-16,2016,Oct,13.0,,13,120.0,,,,Unknown,Unspecified location between Libya and Italy,"IOM Italy, UNHCR",Central Mediterranean,Uncategorized,4,34.253371600000, 14.498815300000
3262,42992,Mediterranean,21-Oct-16,2016,Oct,4.0,10.0,14,,,,,Unknown,Unspecified location between Libya and Italy,"IOM Italy, UNHCR",Central Mediterranean,Uncategorized,4,34.253371600000, 14.498815300000
3263,43033,Horn of Africa,21-Oct-16,2016,Oct,14.0,,14,300.0,,,,Unknown,"Boat arrived to Guehere, near Obock, Djibouti",IOM Djibouti,Horn Africa to Yemen,Uncategorized,4,11.961817100000, 43.296434100000
3264,43507,North Africa,20-Oct-16,2016,Oct,2.0,,2,,,,,Sickness and lack of access to medicines,"Al Qadarif, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,14.031672200000, 35.341772300000
3265,43508,North Africa,20-Oct-16,2016,Oct,30.0,,30,,,,,Sickness and lack of access to medicines,"Aswan, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,23.285107000000, 31.520455700000
3266,43509,North Africa,20-Oct-16,2016,Oct,6.0,,6,,,,,Sickness and lack of access to medicines,"Kufrah, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,23.248841300000, 19.724216100000
3267,43510,Horn of Africa,20-Oct-16,2016,Oct,1.0,,1,,,,,Sickness and lack of access to medicines,"Harar, Ethiopia",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,9.312848600000, 42.100639100000
3268,43511,North Africa,20-Oct-16,2016,Oct,3.0,,3,,,,,Sickness and lack of access to medicines,"Kassala, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,15.455814400000, 36.378757100000
3269,43512,Horn of Africa,20-Oct-16,2016,Oct,1.0,,1,,,,,Sickness and lack of access to medicines,"Harar, Ethiopia",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,9.312848600000, 42.100639100000
3270,43513,North Africa,20-Oct-16,2016,Oct,6.0,,6,,,,,Sickness and lack of access to medicines,"Sennar, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,12.917993200000, 33.195020000000
3271,43514,North Africa,20-Oct-16,2016,Oct,5.0,,5,,,,,Sickness and lack of access to medicines,"Asyut, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,27.180160300000, 31.153529700000
3272,43515,North Africa,20-Oct-16,2016,Oct,2.0,,2,,,,,Sickness and lack of access to medicines,"Khartoum, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,15.501534100000, 32.502556100000
3273,43516,North Africa,20-Oct-16,2016,Oct,12.0,,12,,,,,Sickness and lack of access to medicines,"Aswan, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,23.285107000000, 31.520455700000
3274,43517,Horn of Africa,20-Oct-16,2016,Oct,5.0,,5,,,,,Sickness and lack of access to medicines,"Gondar, Ethiopia",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,12.601127000000, 37.438938500000
3275,43518,Sub-Saharan Africa,20-Oct-16,2016,Oct,1.0,,1,,,,,Sickness and lack of access to medicines,"Tunduma, Tanzania",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,-9.310322700000, 32.752266000000
3276,43519,North Africa,20-Oct-16,2016,Oct,2.0,,2,,,,,Sickness and lack of access to medicines,"Luxor, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,25.694896700000, 32.624478000000
3277,43520,Sub-Saharan Africa,20-Oct-16,2016,Oct,1.0,,1,,,,,Sickness and lack of access to medicines,"Mbaya, Tanzania",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,-5.044899700000, 32.064499800000
3278,43521,Horn of Africa,20-Oct-16,2016,Oct,1.0,,1,,,,,Sickness and lack of access to medicines,"Dire Dawa, Ethiopia",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,9.557510200000, 41.811330600000
3279,42713,Mediterranean,19-Oct-16,2016,Oct,5.0,4.0,9,118.0,,,,Unknown,"40 miles northeast of Tripoli, Libya",International Business Times,Central Mediterranean,Uncategorized,1,33.102551800000, 13.130846500000
3280,42714,US-Mexico Border,19-Oct-16,2016,Oct,1.0,,1,,,1.0,,Drowning,"Rio Grande, near Piedras Negras, Mexico",Zocalo Saltillo,Central America to US,Central America,1,28.691352900000, -100.574861400000
3281,42735,Central America,19-Oct-16,2016,Oct,1.0,,1,1.0,,1.0,1.0,Fall from train,"On train tracks near La Polka, Tonala, Chiapas, Mexico",El Heraldo,Central America to US,Central America,1,16.089042200000, -93.774371000000
3282,42806,US-Mexico Border,19-Oct-16,2016,Oct,1.0,,1,,,1.0,,Unknown (skeletal remains),"Imperial County, California, USA",Desaparecidos y sin reclamar en la frontera via Facebook,Central America to US,Northern America,4,33.024950500000, -115.845024500000
3283,43480,North Africa,19-Oct-16,2016,Oct,3.0,,3,,,,,Sickness and lack of access to medicines,"Al Qadarif, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,14.031672200000, 35.341772300000
3284,43502,US-Mexico Border,19-Oct-16,2016,Oct,1.0,,1,,1.0,,,Unknown (skeletal remains),Pima County (see spreadsheet for coordinates),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.965203600000, -113.011894500000
3285,43503,North Africa,19-Oct-16,2016,Oct,6.0,,6,,,,,Sickness and lack of access to medicines,"Khartoum, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,15.501534100000, 32.502556100000
3286,43504,North Africa,19-Oct-16,2016,Oct,2.0,,2,,,,,Sickness and lack of access to medicines,"Atbara, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,17.692227100000, 33.976249200000
3287,43505,North Africa,19-Oct-16,2016,Oct,2.0,,2,,,,,Sickness and lack of access to medicines,"One was at Kabish, Sudan and the other was in the small cave in the Sahra desert",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,13.859406900000, 33.085327300000
3288,43506,North Africa,19-Oct-16,2016,Oct,2.0,,2,,,,,Sickness and lack of access to medicines,"In the Sahara Desert in Aswan, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,23.459686000000, 30.665449400000
3289,42736,Europe,18-Oct-16,2016,Oct,1.0,,1,,,1.0,,Stabbed,"Norrent-Fontes Migrant camp, Béthune, France ",La Presse,,Western Europe,3,50.529873600000, 2.626163000000
3290,42737,Caribbean,18-Oct-16,2016,Oct,,1.0,1,,,1.0,,Presumed drowning,"Off Florida Keys, US",Local 10 ABC News,Caribbean to Central America,Uncategorized,1,23.273557300000, -81.248220000000
3291,42738,Europe,18-Oct-16,2016,Oct,1.0,,1,,,1.0,,Crushed in back of truck,"A20 Highway, near Sellindge, Kent, UK",International Business Times,,Northern Europe,3,51.101895200000, 0.983391600000
3292,43498,Horn of Africa,18-Oct-16,2016,Oct,1.0,,1,,,,,Sickness and lack of access to medicines,"Harar, Ethiopia",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,9.312848600000, 42.100639100000
3293,43499,Horn of Africa,18-Oct-16,2016,Oct,1.0,,1,,,,,Sickness and lack of access to medicines,"Berbera, Somalia",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,10.432537300000, 44.994641500000
3294,43500,North Africa,18-Oct-16,2016,Oct,1.0,,1,,,,,Sickness and lack of access to medicines,"Aswan, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,23.285107000000, 31.520455700000
3295,43501,Horn of Africa,18-Oct-16,2016,Oct,1.0,,1,,,,,Sickness and lack of access to medicines,"Near Garowe, Somalia",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,8.406657900000, 48.471357700000
3296,43497,North Africa,16-Oct-16,2016,Oct,5.0,,5,,,,,Sickness and lack of access to medicines,"Abri, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,20.794832300000, 30.338294400000
3297,43494,Horn of Africa,15-Oct-16,2016,Oct,1.0,,1,,,,,Sickness and lack of access to medicines,"Near Tesseney, Eritrea, at border with Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,15.111552600000, 36.230819000000
3298,43495,Horn of Africa,15-Oct-16,2016,Oct,1.0,,1,,,,,Sickness and lack of access to medicines,"Molki, Eritrea",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,14.873133900000, 38.155581900000
3299,43496,Horn of Africa,15-Oct-16,2016,Oct,1.0,,1,,,,,Sickness and lack of access to medicines,"Near Karora, Eritrea",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,17.702562300000, 38.363039100000
3300,42718,Europe,14-Oct-16,2016,Oct,1.0,,1,2.0,,1.0,,Hit by train,"On train tracks in Loon-Plage, near Calais, France",La Voix du Nord,Calais to United Kingdom,Western Europe,1,50.951880300000, 1.833936700000
3301,42743,Central America,14-Oct-16,2016,Oct,1.0,,1,,,1.0,,Fall from train,"Between Aguascalientes and Jalisco, Mexico",alchileaguascalientes.com and nwnoticias.com,Central America to US,Central America,1,20.129511000000, -104.468201400000
3302,42880,Mediterranean,14-Oct-16,2016,Oct,,17.0,17,113.0,,13.0,1.0,Presumed drowning,Unspecified location between North Africa and Italy. ,"IOM Italy, UNHCR",Central Mediterranean,Uncategorized,4,38.960724200000, 10.904485400000
3303,43486,US-Mexico Border,14-Oct-16,2016,Oct,1.0,,1,,,1.0,,Unknown (skeletal remains),Pima County (see spreadsheet for coordinates),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.965203600000, -113.011894500000
3304,43487,US-Mexico Border,14-Oct-16,2016,Oct,1.0,,1,,1.0,,,Unknown (skeletal remains),Pima County (see spreadsheet for coordinates),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.965203600000, -113.011894500000
3305,43488,US-Mexico Border,14-Oct-16,2016,Oct,1.0,,1,,,1.0,,Unknown (skeletal remains),Pima County (see spreadsheet for coordinates),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.965203600000, -113.011894500000
3306,43489,US-Mexico Border,14-Oct-16,2016,Oct,1.0,,1,,,1.0,,Unknown (skeletal remains),Pima County (see spreadsheet for coordinates),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.965203600000, -113.011894500000
3307,43490,North Africa,14-Oct-16,2016,Oct,1.0,,1,,,,,Sickness and lack of access to medicines,"Abu Hamad, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,19.525259500000, 33.297328800000
3308,43491,North Africa,14-Oct-16,2016,Oct,1.0,,1,,,,,Sickness and lack of access to medicines,"Sahra desert near to Aswan, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,21.906769500000, 30.822252900000
3309,43492,Horn of Africa,14-Oct-16,2016,Oct,2.0,,2,,,,,Sickness and lack of access to medicines,"Near Atbara, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,17.692227100000, 33.976249200000
3310,43493,Horn of Africa,14-Oct-16,2016,Oct,2.0,,2,,,,,Sickness and lack of access to medicines,Sahra desert between Atbara and Aswan,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,21.906769500000, 30.822252900000
3311,42721,US-Mexico Border,12-Oct-16,2016,Oct,1.0,,1,,,1.0,,Drowning,"Rio Grande near Cuidad Acuña, Coahuila, Mexico",La Rancherita del Aire,Central America to US,Central America,1,27.133490800000, -103.434484000000
3312,42727,Europe,12-Oct-16,2016,Oct,1.0,,1,,,1.0,,Presumed drowning,"Decomposed corpse found in Evros River near Soufli, Greece border with Turkey",IOM Greece,Western Balkans,Southern Europe,4,41.344216100000, 26.099691600000
3313,42827,Mediterranean,12-Oct-16,2016,Oct,1.0,3.0,4,,,,,Presumed drowning,"Unspecified location off the coast of Ceuta, Spain",Asociación Pro Derechos Humanos de Andalucía,Western Mediterranean,Uncategorized,3,35.895384600000, -5.334817200000
3314,43485,US-Mexico Border,12-Oct-16,2016,Oct,1.0,,1,,,1.0,,Unknown (skeletal remains),Pima County (see spreadsheet for coordinates),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.965203600000, -113.011894500000
3315,45841,South America,12-Oct-16,2016,Oct,1.0,,1,,1.0,,,Unknown,"Terminal de Transporte Terrestre, Pasto, Colombia",El Universal,Caribbean to Central America,South America,1,1.198356800000, -77.269367000000
3316,42729,US-Mexico Border,11-Oct-16,2016,Oct,1.0,,1,,,1.0,,Drowning,"Rio Grande, near the agricultural land (ejido) El Centinela de Piedras Negras, Mexico",La Rancherita del Aire,Central America to US,Central America,1,28.661141800000, -100.569016600000
3317,43474,US-Mexico Border,10-Oct-16,2016,Oct,1.0,,1,,,1.0,,Unknown (skeletal remains),Pima County (see spreadsheet for coordinates),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.965203600000, -113.011894500000
3318,43475,US-Mexico Border,10-Oct-16,2016,Oct,1.0,,1,,,1.0,,Unknown (skeletal remains),Pima County (see spreadsheet for coordinates),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.965203600000, -113.011894500000
3319,43476,Horn of Africa,10-Oct-16,2016,Oct,1.0,,1,,,,,Sickness and lack of access to medicines,"Dire Dawa, Ethiopia",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,9.557510200000, 41.811330600000
3320,43477,North Africa,10-Oct-16,2016,Oct,30.0,,30,,,,,Sickness and lack of access to medicines,"Nyali, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,12.052156400000, 24.874462400000
3321,43478,North Africa,10-Oct-16,2016,Oct,6.0,,6,,,,,Sickness and lack of access to medicines,"Ajdabiya, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,30.272374300000, 19.074105200000
3322,43479,Horn of Africa,10-Oct-16,2016,Oct,5.0,,5,,,,,Sickness and lack of access to medicines,"Matama, Ethiopia",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,12.994478700000, 36.182405400000
3323,43481,North Africa,10-Oct-16,2016,Oct,3.0,,3,,,,,Sickness and lack of access to medicines,"Alexanderia, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,31.224091900000, 29.884850000000
3324,43482,Horn of Africa,10-Oct-16,2016,Oct,6.0,,6,,,,,Sickness and lack of access to medicines,"Bahir Dar, Ethiopia",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,11.580677900000, 37.310383100000
3325,43483,North Africa,10-Oct-16,2016,Oct,2.0,,2,,,,,Sickness and lack of access to medicines,"Gallabat, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,12.966649600000, 36.111394100000
3326,43484,North Africa,10-Oct-16,2016,Oct,2.0,,2,,,,,Sickness and lack of access to medicines,"Al Damar, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,17.583973500000, 33.950157000000
3327,42449,Europe,9-Oct-16,2016,Oct,1.0,,1,1.0,,1.0,,Hit by vehicle,"Motorway through Chunnel Tunnel, near Calais, France",BBC,Calais to United Kingdom,Western Europe,1,50.951880300000, 1.833936700000
3328,42717,Central America,9-Oct-16,2016,Oct,1.0,,1,,,1.0,,Drowning,"Echegaray River, Pijijiapan, Chiapas, Mexico",La Journada,Central America to US,Central America,1,15.678887600000, -93.230549400000
3329,42811,Europe,9-Oct-16,2016,Oct,1.0,,1,,1.0,,1.0,Hit by vehicle,"Ventimiglia, A10 motorway from Liguria to France, Italy",The Italian Insider,Italy to France,Western Europe,3,43.801170700000, 7.592028400000
3330,42988,Mediterranean,9-Oct-16,2016,Oct,2.0,,2,,1.0,1.0,1.0,Drowning,"Bodies found on the shores of Zuwara, Libya",IOM Libya,Central Mediterranean,Uncategorized,4,32.955797400000, 12.058880000000
3331,42724,Mediterranean,6-Oct-16,2016,Oct,1.0,,1,,,1.0,1.0,Drowning,"Body found on beach in Kusadasi's Kadinlar Denizi neighborhood, Turkey",Hurriyet Daily News,Eastern Mediterranean,Uncategorized,1,37.843869900000, 27.242286000000
3332,43473,US-Mexico Border,6-Oct-16,2016,Oct,1.0,,1,,,1.0,,Unknown (skeletal remains),Pima County (see spreadsheet for coordinates),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.965203600000, -113.011894500000
3333,42987,Mediterranean,5-Oct-16,2016,Oct,3.0,,3,,2.0,,1.0,Drowning,"Bodies found on the shores of Zuwara, Libya",IOM Libya,Central Mediterranean,Uncategorized,4,32.955797400000, 12.058880000000
3334,43032,Horn of Africa,5-Oct-16,2016,Oct,10.0,,10,,,,,Unknown,"Bodies recovered from boat near Obock, Djibouti",IOM Djibouti,Horn Africa to Yemen,Eastern Africa,4,11.961817100000, 43.296434100000
3335,42715,Central America,4-Oct-16,2016,Oct,,,0,,,,,"Dehydration, Asphyxiation","Back of a truck, Novara, Tres Valles, Veracruz, Mexico",La Journada,Central America to US,Central America,1,18.268156600000, -95.896946100000
3336,42716,Central America,4-Oct-16,2016,Oct,6.0,,6,60.0,,1.0,5.0,"Dehydration, Asphyxiation","Back of a truck, Novara, Tres Valles, Veracruz, Mexico",La Journada,Central America to US,Central America,3,18.268156600000, -95.896946100000
3337,42875,Mediterranean,4-Oct-16,2016,Oct,28.0,,28,,,,,Asphyxiation,Unspecified waters between Libya and Italy,"IOM Italy, Reuters",Central Mediterranean,Uncategorized,4,34.253371600000, 14.498815300000
3338,42693,Mediterranean,3-Oct-16,2016,Oct,11.0,,11,,2.0,7.0,2.0,Drowning,"Boats sank off the coast of Garabulli, Libya","IOM Libya, AFP",Central Mediterranean,Uncategorized,4,32.885643000000, 13.678685600000
3339,42712,Mediterranean,3-Oct-16,2016,Oct,10.0,,10,,,,,Unknown,Unspecified location at least 12 km from Libyan coast,"IOM Italy, AFP",Central Mediterranean,Uncategorized,4,32.727987400000, 15.068537300000
3340,42723,Mediterranean,3-Oct-16,2016,Oct,30.0,,30,,,,,Drowning,"Boats sank off the coast of Sabratha, Libya",Anadolu Agency,Central Mediterranean,Uncategorized,1,32.878302000000, 12.386814500000
3341,43029,Mediterranean,3-Oct-16,2016,Oct,1.0,,1,,,1.0,,Presumed drowning,"Body found on Avlaki beach on Ikaria, Greece",IOM Greece,Eastern Mediterranean,Uncategorized,4,37.599864200000, 26.029615800000
3342,43470,Horn of Africa,3-Oct-16,2016,Oct,1.0,,1,,,,,Sickness and lack of access to medicines,"Jigjiga, Ethiopia",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,9.352104400000, 42.777371200000
3343,43471,North Africa,3-Oct-16,2016,Oct,1.0,,1,,,,,Sickness and lack of access to medicines,"Al Fashir, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,13.627617000000, 25.310526900000
3344,43472,North Africa,3-Oct-16,2016,Oct,1.0,,1,,,,,Sickness and lack of access to medicines,"Zawara, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,32.928427400000, 12.044630400000
3345,43469,US-Mexico Border,2-Oct-16,2016,Oct,1.0,,1,,,1.0,,Unknown (skeletal remains),Pima County (see spreadsheet for coordinates),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.965203600000, -113.011894500000
3346,44529,US-Mexico Border,2-Oct-16,2016,Oct,1.0,,1,,,1.0,,Dehydration,"Comanche Ranch, near Eagle Pass, Maverick County, Texas, USA",SuperChannel 12,Central America to US,Northern America,1,28.744368162990, -100.468965674900
3347,43468,Sub-Saharan Africa,1-Oct-16,2016,Oct,7.0,,7,37.0,,,,Vehicle Accident,"Cabo Delgado Province, Mozambique",IOM Mozambique,,Eastern Africa,4,-12.594429500000, 38.794922000000
3348,42766,South America,30-Sep-16,2016,Sep,1.0,,1,,,1.0,,Cardiac arrest,"Daríen gap, Chocó, Colombia",Noticias RPTV,Darien Gap,South America,1,7.781119400000, -77.932556400000
